Carrier_Name,Carrier_Full_Name,Service_Type,Week_Date,Year,Month,Month_Name,Week_of_Year,Quarter,Season,Fiscal_Year,Bus_Departures,Passenger_Departures,Passengers_Per_Bus,Baseline_2019_Buses,Baseline_2019_Passengers,Bus_Recovery_Percent,Passenger_Recovery_Percent,Bus_WoW_Change,Passenger_WoW_Change,Bus_4wk_MA,Passenger_4wk_MA,Bus_12wk_MA,Passenger_12wk_MA,COVID_Period,Days_Since_Pandemic_Start,Is_COVID_Period,Economic_Period,Is_High_Inflation,Avg_Temp_F,Precipitation_Inches,Snow_Inches,Weather_Condition,Major_Weather_Event,Is_Severe_Weather,Is_Snow_Week,Is_Hot_Week,Is_Cold_Week,Is_Holiday,Is_Holiday_Season,NYC_Event,Is_Tourism_Peak
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,8/16/2021,2021,8,August,33,3,Summer,2022,31,968,31.22580645,44,1048,-29.54545455,-7.633587786,24,15.92814371,26.5,840.75,27.45,891,COVID-Recovery-Late,519,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Trailways,Trailways System,Intercity,8/16/2021,2021,8,August,33,3,Summer,2022,18,495,27.5,35,752,-48.57142857,-34.17553191,5.882352941,5.543710021,17.5,474,17.08333333,446.1666667,COVID-Recovery-Late,519,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Academy,Academy Bus,Regional,8/23/2021,2021,8,August,34,3,Summer,2022,35,780,22.28571429,113,4152,-69.02654867,-81.21387283,0,1.298701299,35.25,811.25,35.41666667,822.8333333,COVID-Recovery-Late,526,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Coach USA,Coach USA Inc,Commuter,8/23/2021,2021,8,August,34,3,Summer,2022,110,2555,23.22727273,460,14129,-76.08695652,-81.91662538,2.803738318,-4.271262645,105.5,2657.5,97.91666667,2533.25,COVID-Recovery-Late,526,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
DeCamp,DeCamp Bus Lines,Commuter,8/23/2021,2021,8,August,34,3,Summer,2022,16,203,12.6875,111,3522,-85.58558559,-94.23622942,0,-4.245283019,16,198.75,16,168.9090909,COVID-Recovery-Late,526,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Greyhound,Greyhound Lines,Intercity,8/23/2021,2021,8,August,34,3,Summer,2022,59,1888,32,118,3262,-50,-42.12139792,1.724137931,9.576320371,58.75,1806.25,57.66666667,1708.083333,COVID-Recovery-Late,526,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
HCEE - Community,HCEE Community Coach,Commuter,8/23/2021,2021,8,August,34,3,Summer,2022,90,1438,15.97777778,295,5504,-69.49152542,-73.87354651,-9.090909091,-4.578633046,95.5,1508.25,94.16666667,1465,COVID-Recovery-Late,526,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Lakeland,Lakeland Bus,Regional,8/23/2021,2021,8,August,34,3,Summer,2022,20,551,27.55,75,2819,-73.33333333,-80.45406172,0,-0.720720721,20,567.5,19.75,539.0833333,COVID-Recovery-Late,526,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Martz,Martz Group,Regional,8/23/2021,2021,8,August,34,3,Summer,2022,17,652,38.35294118,47,1771,-63.82978723,-63.18464145,0,-1.510574018,17,676.5,16.66666667,664.4166667,COVID-Recovery-Late,526,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
NJ Transit,NJ Transit Corporation,Commuter,8/23/2021,2021,8,August,34,3,Summer,2022,2141,40837,19.07379729,2500,86541,-14.36,-52.81196196,0.375058603,1.54668656,2132.5,40382.5,2146.5,39556.58333,COVID-Recovery-Late,526,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,8/23/2021,2021,8,August,34,3,Summer,2022,26,908,34.92307692,44,1048,-40.90909091,-13.35877863,-16.12903226,-6.198347107,26.75,875.25,27.33333333,901.25,COVID-Recovery-Late,526,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Trailways,Trailways System,Intercity,8/23/2021,2021,8,August,34,3,Summer,2022,19,516,27.15789474,35,752,-45.71428571,-31.38297872,5.555555556,4.242424242,18,486,17.33333333,456,COVID-Recovery-Late,526,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Academy,Academy Bus,Regional,8/30/2021,2021,8,August,35,3,Summer,2022,35,799,22.82857143,113,4152,-69.02654867,-80.75626204,0,2.435897436,35,793.75,35.33333333,825.8333333,COVID-Recovery-Late,533,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,Hurricane Ida,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Coach USA,Coach USA Inc,Commuter,8/30/2021,2021,8,August,35,3,Summer,2022,109,2521,23.12844037,460,14129,-76.30434783,-82.1572652,-0.909090909,-1.33072407,107.25,2602.75,99.5,2562.333333,COVID-Recovery-Late,533,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,Hurricane Ida,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
DeCamp,DeCamp Bus Lines,Commuter,8/30/2021,2021,8,August,35,3,Summer,2022,16,199,12.4375,111,3522,-85.58558559,-94.34980125,0,-1.97044335,16,199,16,171.4166667,COVID-Recovery-Late,533,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,Hurricane Ida,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Greyhound,Greyhound Lines,Intercity,8/30/2021,2021,8,August,35,3,Summer,2022,58,1687,29.0862069,118,3262,-50.84745763,-48.2832618,-1.694915254,-10.64618644,58.25,1797,58.25,1733.333333,COVID-Recovery-Late,533,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,Hurricane Ida,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
HCEE - Community,HCEE Community Coach,Commuter,8/30/2021,2021,8,August,35,3,Summer,2022,92,1426,15.5,295,5504,-68.81355932,-74.09156977,2.222222222,-0.83449235,95,1482.25,93.83333333,1463.333333,COVID-Recovery-Late,533,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,Hurricane Ida,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Lakeland,Lakeland Bus,Regional,8/30/2021,2021,8,August,35,3,Summer,2022,20,521,26.05,75,2819,-73.33333333,-81.51826889,0,-5.444646098,20,552.25,19.83333333,545.4166667,COVID-Recovery-Late,533,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,Hurricane Ida,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Martz,Martz Group,Regional,8/30/2021,2021,8,August,35,3,Summer,2022,17,622,36.58823529,47,1771,-63.82978723,-64.87859966,0,-4.601226994,17,658.25,16.83333333,665.4166667,COVID-Recovery-Late,533,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,Hurricane Ida,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
NJ Transit,NJ Transit Corporation,Commuter,8/30/2021,2021,8,August,35,3,Summer,2022,2019,36433,18.04507182,2500,86541,-19.24,-57.90087935,-5.698271836,-10.78433773,2108.25,39464.25,2126.333333,39623,COVID-Recovery-Late,533,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,Hurricane Ida,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,8/30/2021,2021,8,August,35,3,Summer,2022,24,709,29.54166667,44,1048,-45.45454545,-32.34732824,-7.692307692,-21.91629956,26.5,855,27.58333333,912.8333333,COVID-Recovery-Late,533,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,Hurricane Ida,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Trailways,Trailways System,Intercity,8/30/2021,2021,8,August,35,3,Summer,2022,18,498,27.66666667,35,752,-48.57142857,-33.77659574,-5.263157895,-3.488372093,18,494.5,17.58333333,467.25,COVID-Recovery-Late,533,TRUE,Early-Recovery,FALSE,77,4.4,0,Hot/Humid,Hurricane Ida,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summer Tourism Peak,TRUE
Academy,Academy Bus,Regional,9/6/2021,2021,9,September,36,3,Fall,2022,34,791,23.26470588,113,4152,-69.91150442,-80.94894027,-2.857142857,-1.001251564,34.75,785,35.16666667,825.75,COVID-Recovery-Late,540,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Coach USA,Coach USA Inc,Commuter,9/6/2021,2021,9,September,36,3,Fall,2022,108,2864,26.51851852,460,14129,-76.52173913,-79.72963409,-0.917431193,13.60571202,108.5,2652.25,100.9166667,2608.833333,COVID-Recovery-Late,540,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
DeCamp,DeCamp Bus Lines,Commuter,9/6/2021,2021,9,September,36,3,Fall,2022,16,218,13.625,111,3522,-85.58558559,-93.81033504,0,9.547738693,16,208,16,182.3333333,COVID-Recovery-Late,540,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Greyhound,Greyhound Lines,Intercity,9/6/2021,2021,9,September,36,3,Fall,2022,61,1707,27.98360656,118,3262,-48.30508475,-47.67014102,5.172413793,1.185536455,59,1751.25,59,1752.5,COVID-Recovery-Late,540,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
HCEE - Community,HCEE Community Coach,Commuter,9/6/2021,2021,9,September,36,3,Fall,2022,82,1441,17.57317073,295,5504,-72.20338983,-73.8190407,-10.86956522,1.051893408,90.75,1453,92.75,1471.25,COVID-Recovery-Late,540,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Lakeland,Lakeland Bus,Regional,9/6/2021,2021,9,September,36,3,Fall,2022,25,604,24.16,75,2819,-66.66666667,-78.5739624,25,15.93090211,21.25,557.75,20.33333333,555.75,COVID-Recovery-Late,540,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Martz,Martz Group,Regional,9/6/2021,2021,9,September,36,3,Fall,2022,17,679,39.94117647,47,1771,-63.82978723,-61.66007905,0,9.163987138,17,653.75,17,670.9166667,COVID-Recovery-Late,540,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
NJ Transit,NJ Transit Corporation,Commuter,9/6/2021,2021,9,September,36,3,Fall,2022,2132,41099,19.2772045,2500,86541,-14.72,-52.50921529,5.596830114,12.80707051,2106.25,39646,2121.666667,39761.5,COVID-Recovery-Late,540,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,9/6/2021,2021,9,September,36,3,Fall,2022,24,776,32.33333333,44,1048,-45.45454545,-25.95419847,0,9.449929478,26.25,840.25,27.83333333,921.3333333,COVID-Recovery-Late,540,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Trailways,Trailways System,Intercity,9/6/2021,2021,9,September,36,3,Fall,2022,21,680,32.38095238,35,752,-40,-9.574468085,16.66666667,36.54618474,19,547.25,17.91666667,488.4166667,COVID-Recovery-Late,540,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Academy,Academy Bus,Regional,9/13/2021,2021,9,September,37,3,Fall,2022,34,952,28,113,4152,-69.91150442,-77.07129094,0,20.3539823,34.5,830.5,35,839.3333333,COVID-Recovery-Late,547,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Coach USA,Coach USA Inc,Commuter,9/13/2021,2021,9,September,37,3,Fall,2022,121,3155,26.07438017,460,14129,-73.69565217,-77.67004034,12.03703704,10.16061453,112,2773.75,103.4166667,2676.166667,COVID-Recovery-Late,547,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
DeCamp,DeCamp Bus Lines,Commuter,9/13/2021,2021,9,September,37,3,Fall,2022,16,257,16.0625,111,3522,-85.58558559,-92.70300965,0,17.88990826,16,219.25,16,193.9166667,COVID-Recovery-Late,547,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Greyhound,Greyhound Lines,Intercity,9/13/2021,2021,9,September,37,3,Fall,2022,59,1388,23.52542373,118,3262,-50,-57.44941754,-3.278688525,-18.6877563,59.25,1667.5,59.33333333,1740.25,COVID-Recovery-Late,547,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
HCEE - Community,HCEE Community Coach,Commuter,9/13/2021,2021,9,September,37,3,Fall,2022,93,1534,16.49462366,295,5504,-68.47457627,-72.12936047,13.41463415,6.453851492,89.25,1459.75,92.66666667,1478.416667,COVID-Recovery-Late,547,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Lakeland,Lakeland Bus,Regional,9/13/2021,2021,9,September,37,3,Fall,2022,25,674,26.96,75,2819,-66.66666667,-76.09081234,0,11.58940397,22.5,587.5,20.83333333,569.8333333,COVID-Recovery-Late,547,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Martz,Martz Group,Regional,9/13/2021,2021,9,September,37,3,Fall,2022,17,693,40.76470588,47,1771,-63.82978723,-60.86956522,0,2.06185567,17,661.5,17.08333333,675.75,COVID-Recovery-Late,547,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
NJ Transit,NJ Transit Corporation,Commuter,9/13/2021,2021,9,September,37,3,Fall,2022,2120,45441,21.43443396,2500,86541,-15.2,-47.49194024,-0.562851782,10.56473394,2103,40952.5,2113.75,40219,COVID-Recovery-Late,547,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,9/13/2021,2021,9,September,37,3,Fall,2022,28,618,22.07142857,44,1048,-36.36363636,-41.03053435,16.66666667,-20.36082474,25.5,752.75,27.66666667,901.5833333,COVID-Recovery-Late,547,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Trailways,Trailways System,Intercity,9/13/2021,2021,9,September,37,3,Fall,2022,18,370,20.55555556,35,752,-48.57142857,-50.79787234,-14.28571429,-45.58823529,19,516,18,483.5833333,COVID-Recovery-Late,547,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Academy,Academy Bus,Regional,9/20/2021,2021,9,September,38,3,Fall,2022,33,1007,30.51515152,113,4152,-70.79646018,-75.74662813,-2.941176471,5.777310924,34,887.25,34.75,846.3333333,COVID-Recovery-Late,554,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,9/20/2021,2021,9,September,38,3,Fall,2022,123,3321,27,460,14129,-73.26086957,-76.49515182,1.652892562,5.261489699,115.25,2965.25,106,2756,COVID-Recovery-Late,554,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
DeCamp,DeCamp Bus Lines,Commuter,9/20/2021,2021,9,September,38,3,Fall,2022,16,264,16.5,111,3522,-85.58558559,-92.50425894,0,2.723735409,16,234.5,16,204.9166667,COVID-Recovery-Late,554,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,9/20/2021,2021,9,September,38,3,Fall,2022,56,1351,24.125,118,3262,-52.54237288,-58.58369099,-5.084745763,-2.665706052,58.5,1533.25,59,1701.25,COVID-Recovery-Late,554,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,9/20/2021,2021,9,September,38,3,Fall,2022,97,1600,16.49484536,295,5504,-67.11864407,-70.93023256,4.301075269,4.302477184,91,1500.25,92.91666667,1491.083333,COVID-Recovery-Late,554,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,9/20/2021,2021,9,September,38,3,Fall,2022,25,673,26.92,75,2819,-66.66666667,-76.12628592,0,-0.148367953,23.75,618,21.25,583.25,COVID-Recovery-Late,554,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,9/20/2021,2021,9,September,38,3,Fall,2022,17,695,40.88235294,47,1771,-63.82978723,-60.75663467,0,0.288600289,17,672.25,17.08333333,677.9166667,COVID-Recovery-Late,554,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,9/20/2021,2021,9,September,38,3,Fall,2022,2138,45660,21.35640786,2500,86541,-14.48,-47.23888099,0.849056604,0.481943619,2102.25,42158.25,2114.75,40750.5,COVID-Recovery-Late,554,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,9/20/2021,2021,9,September,38,3,Fall,2022,28,689,24.60714286,44,1048,-36.36363636,-34.25572519,0,11.48867314,26,698,27.41666667,867.1666667,COVID-Recovery-Late,554,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,9/20/2021,2021,9,September,38,3,Fall,2022,17,397,23.35294118,35,752,-51.42857143,-47.20744681,-5.555555556,7.297297297,18.5,486.25,18,476.75,COVID-Recovery-Late,554,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,9/27/2021,2021,9,September,39,3,Fall,2022,34,970,28.52941176,113,4152,-69.91150442,-76.63776493,3.03030303,-3.67428004,33.75,930,34.66666667,862.3333333,COVID-Recovery-Late,561,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,9/27/2021,2021,9,September,39,3,Fall,2022,125,3351,26.808,460,14129,-72.82608696,-76.28282256,1.62601626,0.903342367,119.25,3172.75,108.5833333,2830.333333,COVID-Recovery-Late,561,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
DeCamp,DeCamp Bus Lines,Commuter,9/27/2021,2021,9,September,39,3,Fall,2022,16,274,17.125,111,3522,-85.58558559,-92.22032936,0,3.787878788,16,253.25,16,214.8333333,COVID-Recovery-Late,561,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,9/27/2021,2021,9,September,39,3,Fall,2022,55,1306,23.74545455,118,3262,-53.38983051,-59.96321275,-1.785714286,-3.330866025,57.75,1438,58.5,1655.916667,COVID-Recovery-Late,561,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,9/27/2021,2021,9,September,39,3,Fall,2022,97,1600,16.49484536,295,5504,-67.11864407,-70.93023256,0,0,92.25,1543.75,93.25,1504.666667,COVID-Recovery-Late,561,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,9/27/2021,2021,9,September,39,3,Fall,2022,25,692,27.68,75,2819,-66.66666667,-75.45228805,0,2.823179792,25,660.75,21.66666667,595.6666667,COVID-Recovery-Late,561,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,9/27/2021,2021,9,September,39,3,Fall,2022,17,688,40.47058824,47,1771,-63.82978723,-61.15189159,0,-1.007194245,17,688.75,17,678.0833333,COVID-Recovery-Late,561,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,9/27/2021,2021,9,September,39,3,Fall,2022,2146,45840,21.36067102,2500,86541,-14.16,-47.03088709,0.374181478,0.394218134,2134,44510,2116.416667,41312.16667,COVID-Recovery-Late,561,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,9/27/2021,2021,9,September,39,3,Fall,2022,29,761,26.24137931,44,1048,-34.09090909,-27.38549618,3.571428571,10.44992743,27.25,711,27,825.4166667,COVID-Recovery-Late,561,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,9/27/2021,2021,9,September,39,3,Fall,2022,17,395,23.23529412,35,752,-51.42857143,-47.47340426,0,-0.503778338,18.25,460.5,17.83333333,468.6666667,COVID-Recovery-Late,561,TRUE,Early-Recovery,FALSE,70,4.3,0,Warm/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,10/4/2021,2021,10,October,40,4,Fall,2022,34,1016,29.88235294,113,4152,-69.91150442,-75.52986513,0,4.742268041,33.75,986.25,34.58333333,876.75,COVID-Recovery-Late,568,TRUE,Early-Recovery,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,10/4/2021,2021,10,October,40,4,Fall,2022,124,3498,28.20967742,460,14129,-73.04347826,-75.24240923,-0.8,4.386750224,123.25,3331.25,111,2902.666667,COVID-Recovery-Late,568,TRUE,Early-Recovery,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
DeCamp,DeCamp Bus Lines,Commuter,10/4/2021,2021,10,October,40,4,Fall,2022,16,277,17.3125,111,3522,-85.58558559,-92.13515048,0,1.094890511,16,268,16,222.25,COVID-Recovery-Late,568,TRUE,Early-Recovery,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,10/4/2021,2021,10,October,40,4,Fall,2022,55,1219,22.16363636,118,3262,-53.38983051,-62.63028817,0,-6.661562021,56.25,1316,58,1603.333333,COVID-Recovery-Late,568,TRUE,Early-Recovery,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,10/4/2021,2021,10,October,40,4,Fall,2022,101,1555,15.3960396,295,5504,-65.76271186,-71.74781977,4.12371134,-2.8125,97,1572.25,93.91666667,1514.5,COVID-Recovery-Late,568,TRUE,Early-Recovery,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,10/4/2021,2021,10,October,40,4,Fall,2022,25,710,28.4,75,2819,-66.66666667,-74.81376375,0,2.601156069,25,687.25,22.08333333,608.4166667,COVID-Recovery-Late,568,TRUE,Early-Recovery,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,10/4/2021,2021,10,October,40,4,Fall,2022,17,708,41.64705882,47,1771,-63.82978723,-60.02258611,0,2.906976744,17,696,17,681.25,COVID-Recovery-Late,568,TRUE,Early-Recovery,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,10/4/2021,2021,10,October,40,4,Fall,2022,2153,48102,22.34184858,2500,86541,-13.88,-44.4170971,0.326188257,4.934554974,2139.25,46260.75,2117.916667,41966,COVID-Recovery-Late,568,TRUE,Early-Recovery,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
